Log-ratio,p-value,minFDR,Nitab v4.5 Gene,Gene,Measure,Description
1.132629156,0.000353269,0.002669172,Nitab4.5_0000035g0170,Nitab4.5_0000035g0170,Nitab4.5_0000035g0170,Unknown
1.132305145,4.38113E-05,0.000642764,Nitab4.5_0000679g0080,Nitab4.5_0000679g0080,Nitab4.5_0000679g0080,Homeobox
1.132113218,2.64999E-05,0.000468484,Nitab4.5_0000555g0140,Nitab4.5_0000555g0140,Nitab4.5_0000555g0140,UDP-glucuronosyl/UDP-glucosyltransferase
1.131974697,7.66795E-05,0.000921373,Nitab4.5_0000573g0050,Nitab4.5_0000573g0050,Nitab4.5_0000573g0050,Peptidase S28
1.130832195,1.38554E-05,0.000321445,Nitab4.5_0001984g0040,Nitab4.5_0001984g0040,Nitab4.5_0001984g0040,Homeodomain-like
1.130246937,2.43391E-05,0.000451437,Nitab4.5_0002815g0150,Nitab4.5_0002815g0150,Nitab4.5_0002815g0150,Peptidase C1A
1.129469633,7.923E-06,0.000235693,Nitab4.5_0003773g0090,Nitab4.5_0003773g0090,Nitab4.5_0003773g0090,Peptidase C1A
1.12946558,0.000555774,0.003708523,Nitab4.5_0006794g0030,Nitab4.5_0006794g0030,Nitab4.5_0006794g0030,P-loop containing nucleoside triphosphate hydrolase
1.128516674,0.013668171,0.044817135,Nitab4.5_0000787g0280,Nitab4.5_0000787g0280,Nitab4.5_0000787g0280,Plant organelle RNA recognition domain
1.128081322,0.000503119,0.003444809,Nitab4.5_0000856g0170,Nitab4.5_0000856g0170,Nitab4.5_0000856g0170,Cyclophilin-type peptidyl-prolyl cis-trans isomerase
1.12714982,1.51642E-06,9.47588E-05,Nitab4.5_0001485g0200,Nitab4.5_0001485g0200,Nitab4.5_0001485g0200,P-loop containing nucleoside triphosphate hydrolase
1.125660419,7.70581E-05,0.000923423,Nitab4.5_0002198g0060,Nitab4.5_0002198g0060,Nitab4.5_0002198g0060,Drug/metabolite transporter
1.12409544,1.51626E-07,3.46335E-05,Nitab4.5_0003937g0010,Nitab4.5_0003937g0010,Nitab4.5_0003937g0010,Homeobox domain
1.122603953,0.000657776,0.004208858,Nitab4.5_0001338g0170,Nitab4.5_0001338g0170,Nitab4.5_0001338g0170,Pentatricopeptide repeat
1.122445747,0.002743072,0.012432204,Nitab4.5_0007409g0050,Nitab4.5_0007409g0050,Nitab4.5_0007409g0050,Unknown
1.122376919,0.003446852,0.01487591,Nitab4.5_0002313g0080,Nitab4.5_0002313g0080,Nitab4.5_0002313g0080,Plant disease resistance response protein
1.122350216,5.84609E-06,0.000195157,Nitab4.5_0000175g0070,Nitab4.5_0000175g0070,Nitab4.5_0000175g0070,Myc-type
1.12210083,0.002863725,0.012869011,Nitab4.5_0000287g0140,Nitab4.5_0000287g0140,Nitab4.5_0000287g0140,Late embryogenesis abundant protein
1.122011185,7.44879E-05,0.000902907,Nitab4.5_0003259g0090,Nitab4.5_0003259g0090,Nitab4.5_0003259g0090,Protein of unknown function DUF1754
1.121903419,1.58114E-05,0.000346711,Nitab4.5_0000109g0460,Nitab4.5_0000109g0460,Nitab4.5_0000109g0460,C1-like
1.121443272,0.002261869,0.010727644,Nitab4.5_0002251g0080,Nitab4.5_0002251g0080,Nitab4.5_0002251g0080,Unknown
1.121372819,0.00017928,0.001650557,Nitab4.5_0003309g0050,Nitab4.5_0003309g0050,Nitab4.5_0003309g0050,Unknown
1.121087074,0.00115281,0.00640392,Nitab4.5_0002997g0020,Nitab4.5_0002997g0020,Nitab4.5_0002997g0020,Unknown
1.120265722,2.70474E-05,0.000473117,Nitab4.5_0001416g0050,Nitab4.5_0001416g0050,Nitab4.5_0001416g0050,GNAT domain
1.119837761,0.015041471,0.04850277,Nitab4.5_0000130g0130,Nitab4.5_0000130g0130,Nitab4.5_0000130g0130,Non-haem dioxygenase N-terminal domain
1.118818045,4.91996E-06,0.000176517,Nitab4.5_0002067g0040,Nitab4.5_0002067g0040,Nitab4.5_0002067g0040,P-loop containing nucleoside triphosphate hydrolase
1.118745804,3.33009E-05,0.000538623,Nitab4.5_0000190g0080,Nitab4.5_0000190g0080,Nitab4.5_0000190g0080,Pyridine nucleotide-disulphide oxidoreductase
1.118649125,0.000239584,0.002021217,Nitab4.5_0004708g0040,Nitab4.5_0004708g0040,Nitab4.5_0004708g0040,Ribosomal protein L7/L12
1.118463635,0.000747211,0.004635841,Nitab4.5_0005325g0010,Nitab4.5_0005325g0010,Nitab4.5_0005325g0010,Unknown
1.118135452,0.005638407,0.021983599,Nitab4.5_0000319g0160,Nitab4.5_0000319g0160,Nitab4.5_0000319g0160,Unknown
1.118071318,7.90828E-05,0.000939212,Nitab4.5_0004764g0030,Nitab4.5_0004764g0030,Nitab4.5_0004764g0030,Cleft lip and palate transmembrane 1
1.117753506,8.31742E-07,6.91913E-05,Nitab4.5_0000113g0010,Nitab4.5_0000113g0010,Nitab4.5_0000113g0010,RNA recognition motif domain
1.116051316,0.006674491,0.025169471,Nitab4.5_0001614g0200,Nitab4.5_0001614g0200,Nitab4.5_0001614g0200,Homeodomain-like
1.115790367,0.000654762,0.004195647,Nitab4.5_0001301g0140,Nitab4.5_0001301g0140,Nitab4.5_0001301g0140,Lipase
1.115511417,5.01882E-06,0.000178085,Nitab4.5_0000743g0060,Nitab4.5_0000743g0060,Nitab4.5_0000743g0060,Prohibitin
1.115280151,7.10344E-07,6.55474E-05,Nitab4.5_0002077g0100,Nitab4.5_0002077g0100,Nitab4.5_0002077g0100,Histone H2A
1.115279078,0.000514007,0.003499764,Nitab4.5_0003913g0060,Nitab4.5_0003913g0060,Nitab4.5_0003913g0060,Unknown
1.115152597,0.00658181,0.024888672,Nitab4.5_0001068g0070,Nitab4.5_0001068g0070,Nitab4.5_0001068g0070,Unknown
1.114867687,0.009648286,0.033660491,Nitab4.5_0000202g0130,Nitab4.5_0000202g0130,Nitab4.5_0000202g0130,Unknown
1.114225149,0.003134045,0.013799198,Nitab4.5_0004376g0020,Nitab4.5_0004376g0020,Nitab4.5_0004376g0020,Ribosomal protein L4 domain
1.113346934,0.000704291,0.004435411,Nitab4.5_0001863g0230,Nitab4.5_0001863g0230,Nitab4.5_0001863g0230,Domain of unknown function DUF23
1.112251759,0.002161305,0.010352984,Nitab4.5_0000683g0070,Nitab4.5_0000683g0070,Nitab4.5_0000683g0070,Zinc finger
1.111597776,2.90352E-05,0.000495341,Nitab4.5_0000590g0020,Nitab4.5_0000590g0020,Nitab4.5_0000590g0020,MORN motif
1.110784173,6.36755E-05,0.00081975,Nitab4.5_0000649g0080,Nitab4.5_0000649g0080,Nitab4.5_0000649g0080,Phosphatidylethanolamine-binding protein PEBP
1.110569,6.15417E-05,0.000802165,Nitab4.5_0000086g0290,Nitab4.5_0000086g0290,Nitab4.5_0000086g0290,Cytochrome P450
1.110296249,5.85316E-08,2.36248E-05,Nitab4.5_0001085g0020,Nitab4.5_0001085g0020,Nitab4.5_0001085g0020,Glutathione S-transferase
1.109905243,0.014034977,0.045785117,Nitab4.5_0002780g0140,Nitab4.5_0002780g0140,Nitab4.5_0002780g0140,Yippee/Mis18
1.109651208,9.49185E-05,0.001066669,Nitab4.5_0000086g0120,Nitab4.5_0000086g0120,Nitab4.5_0000086g0120,Tetratricopeptide repeat
1.109537125,0.012565332,0.041847915,Nitab4.5_0001179g0050,Nitab4.5_0001179g0050,Nitab4.5_0001179g0050,Unknown
1.109222353,0.01807092,0.056353028,Nitab4.5_0002916g0050,Nitab4.5_0002916g0050,Nitab4.5_0002916g0050,Myc-type
1.109220028,3.88269E-05,0.000593669,Nitab4.5_0005622g0040,Nitab4.5_0005622g0040,Nitab4.5_0005622g0040,Heme A synthase
1.108906031,2.6659E-05,0.000469032,Nitab4.5_0000278g0220,Nitab4.5_0000278g0220,Nitab4.5_0000278g0220,Glycoside hydrolase
1.108303547,2.50144E-05,0.000456125,Nitab4.5_0007806g0010,Nitab4.5_0007806g0010,Nitab4.5_0007806g0010,Primosome PriB/single-strand DNA-binding
1.108225107,2.54766E-06,0.00012379,Nitab4.5_0005440g0030,Nitab4.5_0005440g0030,Nitab4.5_0005440g0030,Unknown
1.108074427,0.000665812,0.004248826,Nitab4.5_0001021g0140,Nitab4.5_0001021g0140,Nitab4.5_0001021g0140,Protein phosphatase 2C (PP2C)-like domain
1.107714176,0.000392057,0.002881845,Nitab4.5_0004728g0060,Nitab4.5_0004728g0060,Nitab4.5_0004728g0060,Myc-type
1.107597947,0.000577701,0.003823243,Nitab4.5_0002503g0060,Nitab4.5_0002503g0060,Nitab4.5_0002503g0060,Mitochondrial glycoprotein
1.107172728,9.27663E-06,0.000256817,Nitab4.5_0000309g0050,Nitab4.5_0000309g0050,Nitab4.5_0000309g0050,Cytochrome P450
1.106786728,5.2787E-05,0.00072785,Nitab4.5_0000332g0140,Nitab4.5_0000332g0140,Nitab4.5_0000332g0140,Yippee/Mis18
1.106648445,4.34145E-07,5.04242E-05,Nitab4.5_0002569g0040,Nitab4.5_0002569g0040,Nitab4.5_0002569g0040,Transaldolase
1.10535717,0.000326509,0.002524988,Nitab4.5_0000151g0090,Nitab4.5_0000151g0090,Nitab4.5_0000151g0090,Cytochrome c oxidase
1.104718924,4.95172E-05,0.00069766,Nitab4.5_0000202g0190,Nitab4.5_0000202g0190,Nitab4.5_0000202g0190,Acyl-CoA N-acyltransferase
1.104549885,0.000275682,0.002232682,Nitab4.5_0000375g0350,Nitab4.5_0000375g0350,Nitab4.5_0000375g0350,Unknown
1.103476286,3.15551E-06,0.000139404,Nitab4.5_0001057g0240,Nitab4.5_0001057g0240,Nitab4.5_0001057g0240,DNA-directed RNA polymerase III
1.10289669,1.01982E-05,0.000271277,Nitab4.5_0002056g0060,Nitab4.5_0002056g0060,Nitab4.5_0002056g0060,Cysteine peptidase
1.102463126,0.001745473,0.008792719,Nitab4.5_0001794g0030,Nitab4.5_0001794g0030,Nitab4.5_0001794g0030,Flavoprotein WrbA
1.101668835,0.001160167,0.006435098,Nitab4.5_0002842g0100,Nitab4.5_0002842g0100,Nitab4.5_0002842g0100,Unknown
1.100755453,0.000267473,0.002182487,Nitab4.5_0000892g0130,Nitab4.5_0000892g0130,Nitab4.5_0000892g0130,Unknown
1.100641012,0.000653836,0.00419242,Nitab4.5_0001574g0010,Nitab4.5_0001574g0010,Nitab4.5_0001574g0010,UDP-glucuronosyl/UDP-glucosyltransferase
1.100547791,2.03269E-07,3.76037E-05,Nitab4.5_0006298g0010,Nitab4.5_0006298g0010,Nitab4.5_0006298g0010,W2 domain
1.100408792,0.000959948,0.005605221,Nitab4.5_0000880g0040,Nitab4.5_0000880g0040,Nitab4.5_0000880g0040,Unknown
1.099563122,1.21755E-05,0.000298454,Nitab4.5_0002322g0110,Nitab4.5_0002322g0110,Nitab4.5_0002322g0110,Major facilitator superfamily domain
1.099187374,2.05373E-05,0.000403663,Nitab4.5_0005041g0020,Nitab4.5_0005041g0020,Nitab4.5_0005041g0020,Unknown
1.099070549,2.71934E-06,0.000129823,Nitab4.5_0003658g0030,Nitab4.5_0003658g0030,Nitab4.5_0003658g0030,Rubber elongation factor
1.098370135,0.000502697,0.003442983,Nitab4.5_0000006g0010,Nitab4.5_0000006g0010,Nitab4.5_0000006g0010,Zinc finger
1.097340584,0.000458816,0.003225791,Nitab4.5_0002716g0020,Nitab4.5_0002716g0020,Nitab4.5_0002716g0020,Protein of unknown function DUF1677
1.096264243,3.35385E-05,0.000540006,Nitab4.5_0002103g0020,Nitab4.5_0002103g0020,Nitab4.5_0002103g0020,Domain of unknown function DUF221
1.095957041,7.46755E-05,0.00090433,Nitab4.5_0002695g0060,Nitab4.5_0002695g0060,Nitab4.5_0002695g0060,Unknown
1.095447779,0.03356492,0.093858635,Nitab4.5_0001371g0010,Nitab4.5_0001371g0010,Nitab4.5_0001371g0010,Rossmann-like alpha/beta/alpha sandwich fold
1.093871593,0.000988873,0.005723929,Nitab4.5_0001366g0030,Nitab4.5_0001366g0030,Nitab4.5_0001366g0030,Peptidase C15
1.093659639,3.21103E-06,0.000140632,Nitab4.5_0000305g0180,Nitab4.5_0000305g0180,Nitab4.5_0000305g0180,Ribosomal protein S5 domain 2-type fold
1.093564034,4.59293E-05,0.000662886,Nitab4.5_0001422g0090,Nitab4.5_0001422g0090,Nitab4.5_0001422g0090,Zinc finger
1.093324184,0.000216082,0.001884652,Nitab4.5_0000977g0030,Nitab4.5_0000977g0030,Nitab4.5_0000977g0030,Chlorophyll A-B binding protein
1.092654586,3.77628E-05,0.000583248,Nitab4.5_0003617g0020,Nitab4.5_0003617g0020,Nitab4.5_0003617g0020,Seed maturation protein
1.092293024,7.43654E-06,0.000227426,Nitab4.5_0002853g0040,Nitab4.5_0002853g0040,Nitab4.5_0002853g0040,UBX
1.09219718,1.74679E-05,0.000368174,Nitab4.5_0000898g0120,Nitab4.5_0000898g0120,Nitab4.5_0000898g0120,Tetratricopeptide-like helical
1.091711998,1.22105E-06,8.50371E-05,Nitab4.5_0000697g0170,Nitab4.5_0000697g0170,Nitab4.5_0000697g0170,Nucleotide-binding
1.091301918,3.06356E-05,0.00051231,Nitab4.5_0000973g0030,Nitab4.5_0000973g0030,Nitab4.5_0000973g0030,Peptidase M20
1.090035915,0.000602827,0.003946151,Nitab4.5_0000146g0130,Nitab4.5_0000146g0130,Nitab4.5_0000146g0130,Unknown
1.089683533,0.000124762,0.00128671,Nitab4.5_0000363g0100,Nitab4.5_0000363g0100,Nitab4.5_0000363g0100,Mitochondrial inner membrane translocase complex
1.089592934,3.04264E-08,1.83172E-05,Nitab4.5_0004778g0020,Nitab4.5_0004778g0020,Nitab4.5_0004778g0020,DREPP family
1.088865519,0.00025271,0.00209818,Nitab4.5_0001324g0080,Nitab4.5_0001324g0080,Nitab4.5_0001324g0080,Coiled-coil domain containing protein 109
1.088577271,4.40726E-05,0.000645088,Nitab4.5_0002827g0020,Nitab4.5_0002827g0020,Nitab4.5_0002827g0020,Haem peroxidase
1.088253021,3.85972E-06,0.000153276,Nitab4.5_0000524g0060,Nitab4.5_0000524g0060,Nitab4.5_0000524g0060,Coilin
1.087271929,5.21932E-05,0.000723567,Nitab4.5_0000010g0130,Nitab4.5_0000010g0130,Nitab4.5_0000010g0130,Glycoside hydrolase
1.087244987,0.000340205,0.002598096,Nitab4.5_0000164g0080,Nitab4.5_0000164g0080,Nitab4.5_0000164g0080,Unknown
1.085704327,0.000397443,0.002912476,Nitab4.5_0001615g0060,Nitab4.5_0001615g0060,Nitab4.5_0001615g0060,Unknown
1.085575104,2.1983E-06,0.000115505,Nitab4.5_0001198g0060,Nitab4.5_0001198g0060,Nitab4.5_0001198g0060,Fumarylacetoacetase
1.084625483,0.002634033,0.012080386,Nitab4.5_0000316g0030,Nitab4.5_0000316g0030,Nitab4.5_0000316g0030,Seed maturation protein
1.084349394,0.009209938,0.032469261,Nitab4.5_0003953g0040,Nitab4.5_0003953g0040,Nitab4.5_0003953g0040,Unknown
1.084060669,0.000100545,0.001105649,Nitab4.5_0000038g0160,Nitab4.5_0000038g0160,Nitab4.5_0000038g0160,Bile acid:sodium symporter
1.083909988,0.001187939,0.006546843,Nitab4.5_0000051g0360,Nitab4.5_0000051g0360,Nitab4.5_0000051g0360,Prohibitin
1.083650589,0.000178966,0.001650013,Nitab4.5_0000363g0070,Nitab4.5_0000363g0070,Nitab4.5_0000363g0070,Six-bladed beta-propeller
1.082979441,0.006988778,0.02610246,Nitab4.5_0000233g0140,Nitab4.5_0000233g0140,Nitab4.5_0000233g0140,Pyridoxal phosphate-dependent decarboxylase
1.082818508,4.57151E-05,0.00066081,Nitab4.5_0000647g0160,Nitab4.5_0000647g0160,Nitab4.5_0000647g0160,Protein phosphatase 2C
1.082664251,0.000639331,0.004125051,Nitab4.5_0001480g0150,Nitab4.5_0001480g0150,Nitab4.5_0001480g0150,Complex 1 LYR protein
1.082254887,7.4146E-06,0.000227034,Nitab4.5_0002692g0030,Nitab4.5_0002692g0030,Nitab4.5_0002692g0030,NAC domain
1.082179546,0.00956932,0.033454005,Nitab4.5_0000152g0360,Nitab4.5_0000152g0360,Nitab4.5_0000152g0360,Ribosomal protein S19e
1.081852198,0.000103495,0.001129696,Nitab4.5_0000295g0090,Nitab4.5_0000295g0090,Nitab4.5_0000295g0090,Lipase
1.081344843,0.021407766,0.064763006,Nitab4.5_0002140g0060,Nitab4.5_0002140g0060,Nitab4.5_0002140g0060,Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain
1.080183029,5.42168E-05,0.000741163,Nitab4.5_0000019g0070,Nitab4.5_0000019g0070,Nitab4.5_0000019g0070,Activator of Hsp90 ATPase
1.080121756,1.64978E-05,0.000354927,Nitab4.5_0000016g0320,Nitab4.5_0000016g0320,Nitab4.5_0000016g0320,Unknown
1.079400063,1.70058E-05,0.000361262,Nitab4.5_0002716g0070,Nitab4.5_0002716g0070,Nitab4.5_0002716g0070,AP2/ERF domain
1.079316139,0.000420317,0.003031316,Nitab4.5_0001970g0070,Nitab4.5_0001970g0070,Nitab4.5_0001970g0070,ThiC-associated domain
1.079290152,0.000956552,0.005593641,Nitab4.5_0004280g0090,Nitab4.5_0004280g0090,Nitab4.5_0004280g0090,Protein of unknown function DUF677
1.078981161,3.95506E-06,0.000154884,Nitab4.5_0000337g0100,Nitab4.5_0000337g0100,Nitab4.5_0000337g0100,BAG domain
1.078715324,0.001922362,0.009457566,Nitab4.5_0000727g0040,Nitab4.5_0000727g0040,Nitab4.5_0000727g0040,Zinc finger
1.078585863,5.61831E-06,0.000190481,Nitab4.5_0001644g0020,Nitab4.5_0001644g0020,Nitab4.5_0001644g0020,Haem peroxidase
1.078092575,2.68354E-07,4.25771E-05,Nitab4.5_0000231g0260,Nitab4.5_0000231g0260,Nitab4.5_0000231g0260,Unknown
1.077291965,4.38901E-07,5.06147E-05,Nitab4.5_0003596g0010,Nitab4.5_0003596g0010,Nitab4.5_0003596g0010,Nucleoside diphosphate kinase
1.076903343,1.97571E-06,0.000108462,Nitab4.5_0005199g0070,Nitab4.5_0005199g0070,Nitab4.5_0005199g0070,Very-long-chain 3-ketoacyl-CoA synthase
1.076357365,0.002242579,0.010653849,Nitab4.5_0001618g0190,Nitab4.5_0001618g0190,Nitab4.5_0001618g0190,Vanillyl-alcohol oxidase/Cytokinin dehydrogenase C-terminal domain
1.076088905,2.3152E-06,0.000118321,Nitab4.5_0000264g0020,Nitab4.5_0000264g0020,Nitab4.5_0000264g0020,Heat shock protein DnaJ
1.075735569,3.39143E-07,4.57132E-05,Nitab4.5_0005402g0040,Nitab4.5_0005402g0040,Nitab4.5_0005402g0040,Helix-turn-helix motif
1.074861288,1.10804E-05,0.000281367,Nitab4.5_0000856g0150,Nitab4.5_0000856g0150,Nitab4.5_0000856g0150,Unknown
1.074500322,0.031666287,0.08946507,Nitab4.5_0002276g0020,Nitab4.5_0002276g0020,Nitab4.5_0002276g0020,Unknown
1.074229598,0.009418897,0.033055282,Nitab4.5_0001044g0240,Nitab4.5_0001044g0240,Nitab4.5_0001044g0240,Unknown
1.074077368,0.008344356,0.030050002,Nitab4.5_0000654g0020,Nitab4.5_0000654g0020,Nitab4.5_0000654g0020,F-box domain
1.073677063,0.000104918,0.001140411,Nitab4.5_0000613g0160,Nitab4.5_0000613g0160,Nitab4.5_0000613g0160,Ribonucleoprotein LSM domain
1.073288918,7.7108E-06,0.000231905,Nitab4.5_0004318g0010,Nitab4.5_0004318g0010,Nitab4.5_0004318g0010,WD40 repeat
1.072901249,0.000204391,0.001810399,Nitab4.5_0003283g0040,Nitab4.5_0003283g0040,Nitab4.5_0003283g0040,LURP1-like domain
1.0721035,1.39964E-05,0.000323237,Nitab4.5_0000319g0320,Nitab4.5_0000319g0320,Nitab4.5_0000319g0320,6-phosphogluconolactonase
1.071783066,7.51839E-06,0.000228199,Nitab4.5_0000245g0250,Nitab4.5_0000245g0250,Nitab4.5_0000245g0250,Lipase
1.071179152,1E-05,0.000268785,Nitab4.5_0000363g0030,Nitab4.5_0000363g0030,Nitab4.5_0000363g0030,Protein phosphatase 2C (PP2C)-like domain
1.070744038,0.01174704,0.039585472,Nitab4.5_0000054g0150,Nitab4.5_0000054g0150,Nitab4.5_0000054g0150,Unknown
1.068177938,0.000173497,0.001618714,Nitab4.5_0002340g0070,Nitab4.5_0002340g0070,Nitab4.5_0002340g0070,Voltage-dependent anion channel
1.067670107,7.40957E-06,0.000227034,Nitab4.5_0000160g0180,Nitab4.5_0000160g0180,Nitab4.5_0000160g0180,Nop2p
1.067211151,6.17186E-05,0.000803757,Nitab4.5_0000865g0030,Nitab4.5_0000865g0030,Nitab4.5_0000865g0030,Glutaredoxin
1.066386223,1.30065E-05,0.000309016,Nitab4.5_0000309g0040,Nitab4.5_0000309g0040,Nitab4.5_0000309g0040,NADP-dependent oxidoreductase domain
1.064935207,7.07604E-05,0.000880638,Nitab4.5_0000617g0190,Nitab4.5_0000617g0190,Nitab4.5_0000617g0190,Unknown
1.064917386,0.029571591,0.084617202,Nitab4.5_0002823g0010,Nitab4.5_0002823g0010,Nitab4.5_0002823g0010,Thioredoxin-like fold
1.064663887,2.18232E-05,0.000420563,Nitab4.5_0000468g0180,Nitab4.5_0000468g0180,Nitab4.5_0000468g0180,Major facilitator superfamily domain
1.064578652,3.86356E-05,0.000592273,Nitab4.5_0000804g0040,Nitab4.5_0000804g0040,Nitab4.5_0000804g0040,Leucine-rich repeat
1.064498901,3.08797E-07,4.4347E-05,Nitab4.5_0001001g0020,Nitab4.5_0001001g0020,Nitab4.5_0001001g0020,Beta-lactamase-like
1.06447649,0.000100669,0.001106673,Nitab4.5_0000892g0120,Nitab4.5_0000892g0120,Nitab4.5_0000892g0120,Protein N-terminal asparagine amidohydrolase
1.064374924,7.24182E-05,0.000891894,Nitab4.5_0001752g0020,Nitab4.5_0001752g0020,Nitab4.5_0001752g0020,Adenine nucleotide translocator 1
1.064227581,2.92785E-06,0.000134096,Nitab4.5_0000022g0240,Nitab4.5_0000022g0240,Nitab4.5_0000022g0240,Ribosomal protein S12/S23
1.063596725,0.004059157,0.016946073,Nitab4.5_0000073g0450,Nitab4.5_0000073g0450,Nitab4.5_0000073g0450,Ribosomal protein S17
1.063467979,2.07148E-06,0.00011148,Nitab4.5_0000296g0060,Nitab4.5_0000296g0060,Nitab4.5_0000296g0060,Ribosomal protein S8e
1.063356161,2.93641E-07,4.35291E-05,Nitab4.5_0000525g0010,Nitab4.5_0000525g0010,Nitab4.5_0000525g0010,LysM domain
1.062779248,0.005448697,0.021393239,Nitab4.5_0000202g0430,Nitab4.5_0000202g0430,Nitab4.5_0000202g0430,Unknown
1.062287092,0.020614787,0.062791923,Nitab4.5_0003003g0050,Nitab4.5_0003003g0050,Nitab4.5_0003003g0050,Ovate  protein family
1.062228203,0.000239366,0.002020708,Nitab4.5_0002155g0080,Nitab4.5_0002155g0080,Nitab4.5_0002155g0080,CDP-alcohol phosphatidyltransferase
1.062022924,8.29097E-06,0.000242963,Nitab4.5_0000143g0580,Nitab4.5_0000143g0580,Nitab4.5_0000143g0580,Protein of unknown function DUF3537
1.06177783,0.000333201,0.002561126,Nitab4.5_0001157g0050,Nitab4.5_0001157g0050,Nitab4.5_0001157g0050,Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain
1.061615109,0.00255782,0.011808116,Nitab4.5_0001401g0110,Nitab4.5_0001401g0110,Nitab4.5_0001401g0110,Unknown
1.061585665,8.85594E-05,0.001019966,Nitab4.5_0001653g0160,Nitab4.5_0001653g0160,Nitab4.5_0001653g0160,PDZ domain
1.061581612,7.11395E-06,0.000222746,Nitab4.5_0002629g0050,Nitab4.5_0002629g0050,Nitab4.5_0002629g0050,Translation elongation factor EFTu/EF1A
1.060745001,0.001580505,0.008131221,Nitab4.5_0005418g0050,Nitab4.5_0005418g0050,Nitab4.5_0005418g0050,Ribosomal protein S21
1.059436083,0.000138729,0.001383353,Nitab4.5_0002569g0070,Nitab4.5_0002569g0070,Nitab4.5_0002569g0070,Proton-dependent oligopeptide transporter family
1.059401512,0.000164138,0.001558658,Nitab4.5_0002786g0080,Nitab4.5_0002786g0080,Nitab4.5_0002786g0080,Unknown
1.057999372,0.002976428,0.01324477,Nitab4.5_0000536g0090,Nitab4.5_0000536g0090,Nitab4.5_0000536g0090,Unknown
1.056499481,3.83057E-08,1.97186E-05,Nitab4.5_0000173g0160,Nitab4.5_0000173g0160,Nitab4.5_0000173g0160,Pheophorbide a oxygenase
1.056446075,0.003162692,0.013902929,Nitab4.5_0000509g0030,Nitab4.5_0000509g0030,Nitab4.5_0000509g0030,Unknown
1.056417227,5.27317E-06,0.000183266,Nitab4.5_0003869g0030,Nitab4.5_0003869g0030,Nitab4.5_0003869g0030,C2 domain
1.056052446,2.36135E-05,0.000443369,Nitab4.5_0000380g0050,Nitab4.5_0000380g0050,Nitab4.5_0000380g0050,POX domain
1.055702209,0.000130775,0.001329801,Nitab4.5_0002328g0030,Nitab4.5_0002328g0030,Nitab4.5_0002328g0030,GTP binding domain
1.055351257,0.000182202,0.001669665,Nitab4.5_0003280g0030,Nitab4.5_0003280g0030,Nitab4.5_0003280g0030,CRAL-TRIO domain
1.0550704,2.05383E-05,0.000403663,Nitab4.5_0000442g0080,Nitab4.5_0000442g0080,Nitab4.5_0000442g0080,RNA recognition motif domain
1.054422736,0.000357977,0.002697856,Nitab4.5_0000249g0080,Nitab4.5_0000249g0080,Nitab4.5_0000249g0080,Protein of unknown function DUF1685
1.054406404,1.73518E-05,0.000366579,Nitab4.5_0005058g0030,Nitab4.5_0005058g0030,Nitab4.5_0005058g0030,Ion transport domain
1.054212451,0.007576988,0.027808124,Nitab4.5_0001110g0150,Nitab4.5_0001110g0150,Nitab4.5_0001110g0150,Unknown
1.053102255,0.000339631,0.00259548,Nitab4.5_0001338g0060,Nitab4.5_0001338g0060,Nitab4.5_0001338g0060,Myc-type
1.052573204,0.001569924,0.008084986,Nitab4.5_0003138g0020,Nitab4.5_0003138g0020,Nitab4.5_0003138g0020,Unknown
1.052162647,3.53221E-05,0.000559953,Nitab4.5_0000533g0010,Nitab4.5_0000533g0010,Nitab4.5_0000533g0010,AP2/ERF domain
1.051819682,0.000472133,0.003294636,Nitab4.5_0000274g0190,Nitab4.5_0000274g0190,Nitab4.5_0000274g0190,Late embryogenesis abundant protein
1.051784515,6.97962E-07,6.52392E-05,Nitab4.5_0000037g0350,Nitab4.5_0000037g0350,Nitab4.5_0000037g0350,Glycine rich protein
1.051749706,6.99823E-07,6.52415E-05,Nitab4.5_0000322g0110,Nitab4.5_0000322g0110,Nitab4.5_0000322g0110,NAC domain
1.051421642,9.76451E-05,0.001086547,Nitab4.5_0000747g0020,Nitab4.5_0000747g0020,Nitab4.5_0000747g0020,Protein kinase-like domain
1.051201165,0.003818699,0.016139502,Nitab4.5_0004744g0050,Nitab4.5_0004744g0050,Nitab4.5_0004744g0050,Glucose/ribitol dehydrogenase
1.050854206,4.61547E-05,0.000664019,Nitab4.5_0000439g0080,Nitab4.5_0000439g0080,Nitab4.5_0000439g0080,SNARE associated Golgi protein
1.05080986,2.01784E-06,0.000109918,Nitab4.5_0001454g0110,Nitab4.5_0001454g0110,Nitab4.5_0001454g0110,Ribosomal protein L30
1.050209045,2.17197E-05,0.000419179,Nitab4.5_0002356g0030,Nitab4.5_0002356g0030,Nitab4.5_0002356g0030,EF-hand domain pair
1.049690485,4.51499E-05,0.000655902,Nitab4.5_0003498g0020,Nitab4.5_0003498g0020,Nitab4.5_0003498g0020,Protein of unknown function DUF966
1.049025297,0.016512285,0.052403489,Nitab4.5_0000028g0310,Nitab4.5_0000028g0310,Nitab4.5_0000028g0310,Unknown
