Log-ratio,p-value,minFDR,Glyma Wm82.a2.v1,Gene,Measure,Description
1.994804382,0.000177286,0.004145425,Glyma.11G125400,Glyma.11G125400,Glyma.11G125400.Wm82.a2.v1,peroxin 13
1.993897438,0.000145977,0.003728861,Glyma.10G259300,Glyma.10G259300,Glyma.10G259300.Wm82.a2.v1,RING/U-box superfamily protein
1.993072629,0.000232958,0.004871604,Glyma.15G055800,Glyma.15G055800,Glyma.15G055800.Wm82.a2.v1,arabinogalactan protein 1
1.992021084,0.000161563,0.003928262,Glyma.03G131900,Glyma.03G131900,Glyma.03G131900.Wm82.a2.v1,dehydration-induced protein (ERD15)
1.991326869,2.98145E-05,0.001525404,Glyma.18G041400,Glyma.18G041400,Glyma.18G041400.Wm82.a2.v1,Eukaryotic aspartyl protease family protein
1.990362883,1.43621E-06,0.000405927,Glyma.02G118500,Glyma.02G118500,Glyma.02G118500.Wm82.a2.v1,ABI five binding protein 3
1.989515305,0.007872428,0.048614802,Glyma.10G062200,Glyma.10G062200,Glyma.10G062200.Wm82.a2.v1,UDP-glucosyl transferase 73C2
1.987498522,0.005961424,0.040093849,Glyma.14G215800,Glyma.14G215800,Glyma.14G215800.Wm82.a2.v1,Calcium-binding EF-hand family protein
1.986625671,0.000145468,0.003720437,Glyma.15G152900,Glyma.15G152900,Glyma.15G152900.Wm82.a2.v1,soybean gene regulated by cold-2
1.984157085,4.63271E-05,0.001943381,Glyma.18G267200,Glyma.18G267200,Glyma.18G267200.Wm82.a2.v1,ABI five binding protein 3
1.983474493,7.61803E-06,0.000788901,Glyma.01G024300,Glyma.01G024300,Glyma.01G024300.Wm82.a2.v1,
1.982470334,0.002838047,0.024301831,Glyma.07G090400,Glyma.07G090400,Glyma.07G090400.Wm82.a2.v1,
1.979813218,1.02629E-05,0.000888988,Glyma.18G292100,Glyma.18G292100,Glyma.18G292100.Wm82.a2.v1,
1.978845835,6.57998E-07,0.000306827,Glyma.06G101600,Glyma.06G101600,Glyma.06G101600.Wm82.a2.v1,"transferases, transferring glycosyl groups"
1.97662878,1.15795E-07,0.000198663,Glyma.17G042100,Glyma.17G042100,Glyma.17G042100.Wm82.a2.v1,
1.976361364,0.00027058,0.005345227,Glyma.01G129000,Glyma.01G129000,Glyma.01G129000.Wm82.a2.v1,Protein of unknown function (DUF567)
1.974493742,8.3738E-07,0.000337627,Glyma.17G090500,Glyma.17G090500,Glyma.17G090500.Wm82.a2.v1,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
1.97316277,1.12098E-05,0.000928486,Glyma.06G262700,Glyma.06G262700,Glyma.06G262700.Wm82.a2.v1,receptor kinase 3
1.971012235,1.81604E-05,0.001155782,Glyma.06G201600,Glyma.06G201600,Glyma.06G201600.Wm82.a2.v1,Leucine-rich repeat (LRR) family protein
1.970906734,5.47478E-07,0.000306827,Glyma.04G083900,Glyma.04G083900,Glyma.04G083900.Wm82.a2.v1,
1.969237417,6.90562E-05,0.002402349,Glyma.17G008000,Glyma.17G008000,Glyma.17G008000.Wm82.a2.v1,Auxin-responsive family protein
1.967749834,4.9544E-07,0.000303081,Glyma.11G139600,Glyma.11G139600,Glyma.11G139600.Wm82.a2.v1,ENTH/VHS family protein
1.967223823,0.000941186,0.011863828,Glyma.02G100300,Glyma.02G100300,Glyma.02G100300.Wm82.a2.v1,Protein kinase superfamily protein
1.965482712,3.15556E-07,0.000249352,Glyma.08G053500,Glyma.08G053500,Glyma.08G053500.Wm82.a2.v1,Calcium-binding EF-hand family protein
1.964322984,0.003491422,0.02792938,Glyma.15G040700,Glyma.15G040700,Glyma.15G040700.Wm82.a2.v1,C2H2-type zinc finger family protein
1.963241816,3.50939E-07,0.000253013,Glyma.14G150000,Glyma.14G150000,Glyma.14G150000.Wm82.a2.v1,
1.961629033,0.000230545,0.004837389,Glyma.20G189900,Glyma.20G189900,Glyma.20G189900.Wm82.a2.v1,glycosyltransferase family protein 47
1.961290359,2.06608E-05,0.0012491,Glyma.05G097100,Glyma.05G097100,Glyma.05G097100.Wm82.a2.v1,SKP1/ASK1-interacting protein 2
1.960777044,8.93329E-06,0.000839164,Glyma.07G043600,Glyma.07G043600,Glyma.07G043600.Wm82.a2.v1,HSP20-like chaperones superfamily protein
1.959077537,7.2317E-06,0.000769716,Glyma.08G352100,Glyma.08G352100,Glyma.08G352100.Wm82.a2.v1,
1.957750291,0.000202107,0.004491237,Glyma.01G217400,Glyma.01G217400,Glyma.01G217400.Wm82.a2.v1,winged-helix DNA-binding transcription factor family protein
1.956224203,0.000473555,0.00758066,Glyma.01G120800,Glyma.01G120800,Glyma.01G120800.Wm82.a2.v1,ALC-interacting protein 1
1.955299377,8.3594E-05,0.002677111,Glyma.16G210800,Glyma.16G210800,Glyma.16G210800.Wm82.a2.v1,
1.95411928,0.004306529,0.032184972,Glyma.19G016100,Glyma.19G016100,Glyma.19G016100.Wm82.a2.v1,glucosyl transferase family 8
1.954054356,5.51581E-06,0.000699168,Glyma.14G024400,Glyma.14G024400,Glyma.14G024400.Wm82.a2.v1,"disease resistance protein (TIR-NBS-LRR class), putative"
1.952970028,2.46052E-05,0.001373482,Glyma.13G073900,Glyma.13G073900,Glyma.13G073900.Wm82.a2.v1,protein kinase 2A
1.951787829,1.85577E-05,0.001169904,Glyma.14G118500,Glyma.14G118500,Glyma.14G118500.Wm82.a2.v1,
1.950808167,3.91591E-05,0.001775594,Glyma.13G033900,Glyma.13G033900,Glyma.13G033900.Wm82.a2.v1,suppressor of npr1-1 constitutive 4
1.947991729,0.000699644,0.009785585,Glyma.10G242100,Glyma.10G242100,Glyma.10G242100.Wm82.a2.v1,glycosyltransferase 18
1.94682014,1.38308E-06,0.000401622,Glyma.20G012600,Glyma.20G012600,Glyma.20G012600.Wm82.a2.v1,Protein of unknown function (DUF1423)
1.942881286,0.000107257,0.003082638,Glyma.02G303900,Glyma.02G303900,Glyma.02G303900.Wm82.a2.v1,
1.939109601,0.000126786,0.003399145,Glyma.10G151100,Glyma.10G151100,Glyma.10G151100.Wm82.a2.v1,
1.937945187,0.000630829,0.009142541,Glyma.14G077600,Glyma.14G077600,Glyma.14G077600.Wm82.a2.v1,galacturonosyltransferase-like 2
1.93732667,1.55977E-07,0.000198663,Glyma.08G027100,Glyma.08G027100,Glyma.08G027100.Wm82.a2.v1,Protein kinase superfamily protein
1.93680954,0.002483482,0.022219714,Glyma.13G245600,Glyma.13G245600,Glyma.13G245600.Wm82.a2.v1,Protein of unknown function (DUF761)
1.936703444,8.93907E-06,0.000839164,Glyma.15G124400,Glyma.15G124400,Glyma.15G124400.Wm82.a2.v1,SNARE associated Golgi protein family
1.936538458,0.000455119,0.007393239,Glyma.06G259800,Glyma.06G259800,Glyma.06G259800.Wm82.a2.v1,
1.936053991,0.001798901,0.017955051,Glyma.06G265200,Glyma.06G265200,Glyma.06G265200.Wm82.a2.v1,Disease resistance protein (TIR-NBS-LRR class) family
1.933001995,1.7486E-05,0.001136729,Glyma.12G225500,Glyma.12G225500,Glyma.12G225500.Wm82.a2.v1,early nodulin-like protein 1
1.930638313,5.02935E-07,0.000303081,Glyma.09G181600,Glyma.09G181600,Glyma.09G181600.Wm82.a2.v1,Protein kinase superfamily protein
1.92995581,0.008991858,0.053357848,Glyma.13G133100,Glyma.13G133100,Glyma.13G133100.Wm82.a2.v1,C2H2-type zinc finger family protein
1.928476453,6.5929E-05,0.002352938,Glyma.13G293200,Glyma.13G293200,Glyma.13G293200.Wm82.a2.v1,RAB GTPase homolog A1F
1.927555561,1.65357E-05,0.001117079,Glyma.12G201000,Glyma.12G201000,Glyma.12G201000.Wm82.a2.v1,Wound-responsive family protein
1.927358627,1.79011E-05,0.001149199,Glyma.11G107300,Glyma.11G107300,Glyma.11G107300.Wm82.a2.v1,Calcium-dependent lipid-binding (CaLB domain) family protein
1.927250266,7.67512E-06,0.000790707,Glyma.02G095500,Glyma.02G095500,Glyma.02G095500.Wm82.a2.v1,sulfate transporter 4.1
1.926230431,6.33749E-05,0.002290319,Glyma.17G067200,Glyma.17G067200,Glyma.17G067200.Wm82.a2.v1,glutamate receptor 2.5
1.9240986,8.14774E-05,0.002636442,Glyma.08G091400,Glyma.08G091400,Glyma.08G091400.Wm82.a2.v1,glutamate decarboxylase
1.923602581,3.88046E-06,0.000612609,Glyma.07G132900,Glyma.07G132900,Glyma.07G132900.Wm82.a2.v1,Oxysterol-binding family protein
1.921803832,0.004072031,0.031037862,Glyma.06G164100,Glyma.06G164100,Glyma.06G164100.Wm82.a2.v1,
1.920387506,8.01958E-07,0.000332379,Glyma.03G146100,Glyma.03G146100,Glyma.03G146100.Wm82.a2.v1,Aha1 domain-containing protein
1.91956234,1.52951E-05,0.001085064,Glyma.07G060400,Glyma.07G060400,Glyma.07G060400.Wm82.a2.v1,G-box binding factor 3
1.9192487,0.000108336,0.003097182,Glyma.10G142700,Glyma.10G142700,Glyma.10G142700.Wm82.a2.v1,Low temperature and salt responsive protein family
1.916347772,1.49168E-05,0.001071795,Glyma.19G233900,Glyma.19G233900,Glyma.19G233900.Wm82.a2.v1,respiratory burst oxidase homolog B
1.914301082,0.001251635,0.014099825,Glyma.02G195300,Glyma.02G195300,Glyma.02G195300.Wm82.a2.v1,syntaxin of plants 121
1.914139628,0.000339958,0.006138081,Glyma.15G256200,Glyma.15G256200,Glyma.15G256200.Wm82.a2.v1,
1.9125247,2.99835E-06,0.000540319,Glyma.18G123800,Glyma.18G123800,Glyma.18G123800.Wm82.a2.v1,protein kinase 2B
1.912456155,0.000821086,0.010845375,Glyma.16G138300,Glyma.16G138300,Glyma.16G138300.Wm82.a2.v1,ARM repeat superfamily protein
1.912008263,0.007518333,0.047148286,Glyma.02G054900,Glyma.02G054900,Glyma.02G054900.Wm82.a2.v1,
1.91013664,0.000102591,0.003008697,Glyma.08G059900,Glyma.08G059900,Glyma.08G059900.Wm82.a2.v1,MYB-like 102
1.909990907,0.000122356,0.003336885,Glyma.16G084300,Glyma.16G084300,Glyma.16G084300.Wm82.a2.v1,auxin-responsive family protein
1.909670234,0.000245233,0.005040126,Glyma.05G136100,Glyma.05G136100,Glyma.05G136100.Wm82.a2.v1,glutamate decarboxylase 4
1.909353405,0.000759249,0.010287712,Glyma.16G076400,Glyma.16G076400,Glyma.16G076400.Wm82.a2.v1,Protein of unknown function (DUF1218)
1.907005668,0.000154474,0.003852841,Glyma.16G215100,Glyma.16G215100,Glyma.16G215100.Wm82.a2.v1,"disease resistance protein (TIR-NBS-LRR class), putative"
1.906281829,2.78094E-05,0.001460686,Glyma.14G217200,Glyma.14G217200,Glyma.14G217200.Wm82.a2.v1,Basic-leucine zipper (bZIP) transcription factor family protein
1.903525829,1.85702E-07,0.000198663,Glyma.14G124300,Glyma.14G124300,Glyma.14G124300.Wm82.a2.v1,
1.902471781,2.9878E-05,0.001525404,Glyma.20G131500,Glyma.20G131500,Glyma.20G131500.Wm82.a2.v1,Protein phosphatase 2C family protein
1.899321973,0.000315694,0.005860746,Glyma.02G148200,Glyma.02G148200,Glyma.02G148200.Wm82.a2.v1,Eukaryotic aspartyl protease family protein
1.898733616,2.34177E-05,0.001339203,Glyma.14G023500,Glyma.14G023500,Glyma.14G023500.Wm82.a2.v1,calmodulin-domain protein kinase 9
1.898527235,2.42221E-05,0.001361591,Glyma.09G164100,Glyma.09G164100,Glyma.09G164100.Wm82.a2.v1,GRAM domain-containing protein / ABA-responsive protein-related
1.898411334,0.003826739,0.029749721,Glyma.02G242900,Glyma.02G242900,Glyma.02G242900.Wm82.a2.v1,"CYS, MET, PRO, and GLY protein 1"
1.897116411,0.000400071,0.006786646,Glyma.12G114300,Glyma.12G114300,Glyma.12G114300.Wm82.a2.v1,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
1.896554708,0.00122191,0.01387654,Glyma.05G211700,Glyma.05G211700,Glyma.05G211700.Wm82.a2.v1,ACC synthase 1
1.895677105,0.000879576,0.011304458,Glyma.18G208800,Glyma.18G208800,Glyma.18G208800.Wm82.a2.v1,WRKY DNA-binding protein 33
1.894807339,6.40841E-06,0.000727376,Glyma.20G249600,Glyma.20G249600,Glyma.20G249600.Wm82.a2.v1,Protein kinase superfamily protein
1.894491497,0.004511495,0.0332838,Glyma.06G302200,Glyma.06G302200,Glyma.06G302200.Wm82.a2.v1,"terpene synthase-like sequence-1,8-cineole"
1.893580556,7.77436E-06,0.000793636,Glyma.10G171300,Glyma.10G171300,Glyma.10G171300.Wm82.a2.v1,Eukaryotic aspartyl protease family protein
1.891715646,1.69406E-05,0.001123013,Glyma.16G127900,Glyma.16G127900,Glyma.16G127900.Wm82.a2.v1,Disease resistance protein (TIR-NBS-LRR class) family
1.889884591,2.68408E-06,0.000508197,Glyma.16G016700,Glyma.16G016700,Glyma.16G016700.Wm82.a2.v1,NAC transcription factor-like 9
1.884244442,1.84771E-05,0.001167453,Glyma.18G192800,Glyma.18G192800,Glyma.18G192800.Wm82.a2.v1,Arabidopsis Inositol phosphorylceramide synthase 1
1.877923727,0.000550184,0.008329143,Glyma.06G142000,Glyma.06G142000,Glyma.06G142000.Wm82.a2.v1,WRKY DNA-binding protein 70
1.877821445,9.44738E-05,0.002877914,Glyma.02G080800,Glyma.02G080800,Glyma.02G080800.Wm82.a2.v1,light-harvesting chlorophyll-protein complex II subunit B1
1.877288386,0.000280512,0.005463644,Glyma.20G241800,Glyma.20G241800,Glyma.20G241800.Wm82.a2.v1,Peroxidase superfamily protein
1.875712432,0.000193495,0.004360358,Glyma.09G229300,Glyma.09G229300,Glyma.09G229300.Wm82.a2.v1,
1.875611171,1.5822E-05,0.001108412,Glyma.17G155300,Glyma.17G155300,Glyma.17G155300.Wm82.a2.v1,
1.873175859,6.31437E-08,0.00016239,Glyma.09G281300,Glyma.09G281300,Glyma.09G281300.Wm82.a2.v1,RING/U-box superfamily protein
1.872906089,0.005017324,0.035655952,Glyma.02G208200,Glyma.02G208200,Glyma.02G208200.Wm82.a2.v1,Phosphate-responsive 1 family protein
1.871337533,8.49215E-05,0.002701327,Glyma.19G255300,Glyma.19G255300,Glyma.19G255300.Wm82.a2.v1,cyclic nucleotide gated channel 1
1.870544195,0.000398438,0.00677382,Glyma.14G007200,Glyma.14G007200,Glyma.14G007200.Wm82.a2.v1,Fasciclin-like arabinogalactan family protein
1.869919062,1.68145E-06,0.000414838,Glyma.12G181700,Glyma.12G181700,Glyma.12G181700.Wm82.a2.v1,PHYTOSULFOKINE 3 PRECURSOR
1.8695575,0.00015243,0.003817246,Glyma.04G253900,Glyma.04G253900,Glyma.04G253900.Wm82.a2.v1,
1.869341135,0.001050003,0.012679873,Glyma.05G163400,Glyma.05G163400,Glyma.05G163400.Wm82.a2.v1,GDSL-like Lipase/Acylhydrolase superfamily protein
1.867565915,2.42284E-06,0.000476668,Glyma.12G001600,Glyma.12G001600,Glyma.12G001600.Wm82.a2.v1,late embryogenesis abundant domain-containing protein / LEA domain-containing protein
1.867156267,0.000439788,0.007221046,Glyma.09G182400,Glyma.09G182400,Glyma.09G182400.Wm82.a2.v1,Calmodulin binding protein-like
1.866481781,0.000228234,0.004814134,Glyma.15G074800,Glyma.15G074800,Glyma.15G074800.Wm82.a2.v1,Protein of unknown function (DUF506)
1.862885714,3.54454E-06,0.000592985,Glyma.13G101100,Glyma.13G101100,Glyma.13G101100.Wm82.a2.v1,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
1.861422777,1.33091E-07,0.000198663,Glyma.15G168200,Glyma.15G168200,Glyma.15G168200.Wm82.a2.v1,WRKY DNA-binding protein 11
1.857491493,1.54145E-05,0.001091835,Glyma.05G236300,Glyma.05G236300,Glyma.05G236300.Wm82.a2.v1,PLANT CADMIUM RESISTANCE 2
1.857230902,1.33181E-05,0.001015436,Glyma.06G187400,Glyma.06G187400,Glyma.06G187400.Wm82.a2.v1,alpha/beta-Hydrolases superfamily protein
1.85548377,0.002429649,0.021914145,Glyma.06G290000,Glyma.06G290000,Glyma.06G290000.Wm82.a2.v1,erf domain protein 9
1.854483753,0.000187636,0.004286955,Glyma.17G053700,Glyma.17G053700,Glyma.17G053700.Wm82.a2.v1,heat shock transcription factor A2
1.854328275,6.90595E-06,0.000758896,Glyma.09G075500,Glyma.09G075500,Glyma.09G075500.Wm82.a2.v1,
1.853458643,5.92935E-05,0.00221094,Glyma.10G129500,Glyma.10G129500,Glyma.10G129500.Wm82.a2.v1,
1.852624536,0.001335948,0.01474146,Glyma.U035800,Glyma.U035800,Glyma.U035800.Wm82.a2.v1,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
1.852478337,8.42113E-05,0.002686133,Glyma.03G215800,Glyma.03G215800,Glyma.03G215800.Wm82.a2.v1,Plant invertase/pectin methylesterase inhibitor superfamily
1.851937056,0.000459932,0.007439081,Glyma.02G042700,Glyma.02G042700,Glyma.02G042700.Wm82.a2.v1,Arabidopsis protein of unknown function (DUF241)
1.84777689,0.000132503,0.003491303,Glyma.10G067900,Glyma.10G067900,Glyma.10G067900.Wm82.a2.v1,IQ calmodulin-binding motif family protein
1.846633017,0.000121972,0.003332462,Glyma.08G187600,Glyma.08G187600,Glyma.08G187600.Wm82.a2.v1,potassium transport 2/3
1.845887661,0.001008025,0.012351058,Glyma.04G006900,Glyma.04G006900,Glyma.04G006900.Wm82.a2.v1,SAUR-like auxin-responsive protein family
1.845782444,0.007311813,0.046261375,Glyma.05G176900,Glyma.05G176900,Glyma.05G176900.Wm82.a2.v1,
1.842055708,6.93054E-05,0.002406539,Glyma.08G114700,Glyma.08G114700,Glyma.08G114700.Wm82.a2.v1,calmodulin-binding family protein
1.840815425,5.05256E-05,0.002035697,Glyma.03G131000,Glyma.03G131000,Glyma.03G131000.Wm82.a2.v1,calmodulin binding
1.838083148,0.001943567,0.01896331,Glyma.07G266500,Glyma.07G266500,Glyma.07G266500.Wm82.a2.v1,SCARECROW-like 13
1.835736871,0.000214752,0.004636203,Glyma.15G011900,Glyma.15G011900,Glyma.15G011900.Wm82.a2.v1,pleiotropic drug resistance 12
1.835575357,0.001994282,0.019293549,Glyma.03G056800,Glyma.03G056800,Glyma.03G056800.Wm82.a2.v1,ALC-interacting protein 1
1.833851337,1.12281E-05,0.000928486,Glyma.06G209000,Glyma.06G209000,Glyma.06G209000.Wm82.a2.v1,"nuclear factor Y, subunit B13"
1.832003355,1.17348E-05,0.000946282,Glyma.18G033500,Glyma.18G033500,Glyma.18G033500.Wm82.a2.v1,subtilase family protein
1.826058388,0.00093061,0.011773156,Glyma.07G057400,Glyma.07G057400,Glyma.07G057400.Wm82.a2.v1,WRKY family transcription factor
1.825533152,4.0887E-05,0.001809996,Glyma.15G007700,Glyma.15G007700,Glyma.15G007700.Wm82.a2.v1,methyl-CPG-binding domain 10
1.821330428,6.46312E-05,0.002320835,Glyma.01G172600,Glyma.01G172600,Glyma.01G172600.Wm82.a2.v1,NmrA-like negative transcriptional regulator family protein
1.820902109,5.90652E-05,0.002205363,Glyma.19G182300,Glyma.19G182300,Glyma.19G182300.Wm82.a2.v1,PHE ammonia lyase 1
1.819065779,0.000540951,0.00822492,Glyma.04G193900,Glyma.04G193900,Glyma.04G193900.Wm82.a2.v1,
1.818455935,0.000600995,0.008852079,Glyma.11G000500,Glyma.11G000500,Glyma.11G000500.Wm82.a2.v1,UDP-glucosyl transferase 73B3
1.81473577,6.33364E-06,0.000727376,Glyma.13G223900,Glyma.13G223900,Glyma.13G223900.Wm82.a2.v1,MAC/Perforin domain-containing protein
1.814019203,5.0076E-05,0.002027788,Glyma.18G006700,Glyma.18G006700,Glyma.18G006700.Wm82.a2.v1,Rubber elongation factor protein (REF)
1.813023567,5.92216E-06,0.000720672,Glyma.18G141700,Glyma.18G141700,Glyma.18G141700.Wm82.a2.v1,cysteine-rich RLK (RECEPTOR-like protein kinase) 3
1.812249541,0.00634271,0.041839785,Glyma.18G260700,Glyma.18G260700,Glyma.18G260700.Wm82.a2.v1,Calcium-binding EF-hand family protein
1.81220603,0.001398749,0.015174502,Glyma.12G022800,Glyma.12G022800,Glyma.12G022800.Wm82.a2.v1,expansin-like A1
1.811603189,0.000134164,0.00351359,Glyma.02G288600,Glyma.02G288600,Glyma.02G288600.Wm82.a2.v1,Leucine-rich repeat transmembrane protein kinase
1.811265707,5.89623E-05,0.002204459,Glyma.08G083800,Glyma.08G083800,Glyma.08G083800.Wm82.a2.v1,
1.810963809,5.46669E-06,0.000698434,Glyma.02G208300,Glyma.02G208300,Glyma.02G208300.Wm82.a2.v1,EXORDIUM like 2
1.810847044,0.000810602,0.010778031,Glyma.18G270600,Glyma.18G270600,Glyma.18G270600.Wm82.a2.v1,Malectin/receptor-like protein kinase family protein
1.809609413,2.04455E-05,0.00124243,Glyma.19G015500,Glyma.19G015500,Glyma.19G015500.Wm82.a2.v1,
1.809303284,0.002307758,0.021188723,Glyma.04G136200,Glyma.04G136200,Glyma.04G136200.Wm82.a2.v1,calmodulin-like 41
1.808760464,4.83629E-05,0.001987134,Glyma.19G201400,Glyma.19G201400,Glyma.19G201400.Wm82.a2.v1,calmodulin-domain protein kinase cdpk isoform 2
1.804200172,7.25104E-06,0.000769716,Glyma.06G318400,Glyma.06G318400,Glyma.06G318400.Wm82.a2.v1,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
1.801311493,8.17133E-07,0.000334273,Glyma.15G060200,Glyma.15G060200,Glyma.15G060200.Wm82.a2.v1,global transcription factor group E7
1.799990356,0.001261612,0.014172331,Glyma.02G284800,Glyma.02G284800,Glyma.02G284800.Wm82.a2.v1,Eukaryotic aspartyl protease family protein
1.798801184,1.92221E-07,0.000198663,Glyma.20G154700,Glyma.20G154700,Glyma.20G154700.Wm82.a2.v1,Pyridoxal phosphate (PLP)-dependent transferases superfamily protein
1.79655385,0.000242566,0.005005292,Glyma.17G098700,Glyma.17G098700,Glyma.17G098700.Wm82.a2.v1,
1.796547279,0.000292329,0.005604958,Glyma.01G225500,Glyma.01G225500,Glyma.01G225500.Wm82.a2.v1,
1.793385312,0.000306759,0.005765267,Glyma.09G210600,Glyma.09G210600,Glyma.09G210600.Wm82.a2.v1,NB-ARC domain-containing disease resistance protein
1.79328537,1.04812E-06,0.000364577,Glyma.20G156400,Glyma.20G156400,Glyma.20G156400.Wm82.a2.v1,RHOMBOID-like 2
1.792610168,0.000127186,0.003402385,Glyma.02G171100,Glyma.02G171100,Glyma.02G171100.Wm82.a2.v1,Aha1 domain-containing protein
1.788358212,1.58878E-05,0.001110359,Glyma.07G142000,Glyma.07G142000,Glyma.07G142000.Wm82.a2.v1,Arabidopsis Inositol phosphorylceramide synthase 1
1.785980225,2.22503E-05,0.001309871,Glyma.12G214100,Glyma.12G214100,Glyma.12G214100.Wm82.a2.v1,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
1.785697341,4.3168E-05,0.001861343,Glyma.11G232200,Glyma.11G232200,Glyma.11G232200.Wm82.a2.v1,Leucine-rich repeat protein kinase family protein
1.783711433,3.41734E-05,0.001640682,Glyma.10G227700,Glyma.10G227700,Glyma.10G227700.Wm82.a2.v1,chitinase A
1.777545214,0.000398667,0.006774679,Glyma.17G069600,Glyma.17G069600,Glyma.17G069600.Wm82.a2.v1,UDP-D-glucuronate 4-epimerase 1
1.777490854,5.37473E-06,0.000691001,Glyma.16G103900,Glyma.16G103900,Glyma.16G103900.Wm82.a2.v1,pinoresinol reductase 1
1.776179314,1.10687E-05,0.000924489,Glyma.13G117900,Glyma.13G117900,Glyma.13G117900.Wm82.a2.v1,polyubiquitin 10
1.774995863,4.39685E-05,0.001882484,Glyma.07G035900,Glyma.07G035900,Glyma.07G035900.Wm82.a2.v1,Mitochondrial substrate carrier family protein
1.773885801,0.000204988,0.004526123,Glyma.17G035400,Glyma.17G035400,Glyma.17G035400.Wm82.a2.v1,WRKY DNA-binding protein 23
1.773847669,0.003021056,0.025400545,Glyma.16G090500,Glyma.16G090500,Glyma.16G090500.Wm82.a2.v1,nuclear transport factor 2 (NTF2) family protein / RNA recognition motif (RRM)-containing protein
1.770619631,8.80789E-06,0.000837435,Glyma.02G107500,Glyma.02G107500,Glyma.02G107500.Wm82.a2.v1,RING/FYVE/PHD zinc finger superfamily protein
1.769396663,0.001992349,0.019285383,Glyma.17G030700,Glyma.17G030700,Glyma.17G030700.Wm82.a2.v1,COBRA-like protein-7 precursor
1.768077374,7.84224E-05,0.002586877,Glyma.20G204000,Glyma.20G204000,Glyma.20G204000.Wm82.a2.v1,phosphate transporter 1;7
